StartLotKey,WaferId,P_02281_P,P_04928_P,P_05104_P,P_05844_P,P_06198_P,P_06199_P,P_08812_P,P_09320_P,P_09357_P,P_09360_P,P_09366_P,P_09851_P,P_10334_P,P_15926_P,P_16779_P,P_16780_P,P_16874_P,P_16875_P,P_16969_P,P_18071_P,P_00037_P,P_00065_P,P_00097_P,P_00125_P,P_00169_P,P_00863_P,P_00864_P,P_00881_P,P_00882_P,P_03186_P,P_03233_P,P_04800_P,P_05602_P,P_08907_P,P_09529_P,P_00862_P,P_07882_P,Label
4169943,9943-08,0.382,-2294.57,3325.4,0.673,98.27,96.232,0.356,0.239,88.355,87.174,90.59,-0.024,97.297,0.345,-31.869,-28.894,-691.919,-629.4,-82.172,456.2,17.245,38.344,33.193,17.914,33.403,265.734,190.973,0.637,0.574,21.408,24.273,6.037,609.7,-358.6,-420.7,1.12061E+11,807.2,Low
4140223,0223-11,0.348,-4773.39,3136,0.655,99.857,97.205,0.838,0.187,85.355,86.108,87.119,-0.027,102.172,0.34,-33.523,-31.554,-729.545,-694.8,-91.995,473.4,15.954,36.189,32.01,15.87,32.365,246.838,218.553,0.368,0.44,20.855,24.214,6.219,603.15,-339.75,-435.7,67459300000,832.7,Low
4140223,0223-14,0.358,-3538.35,3120.8,0.665,98.296,95.211,0.608,0.195,85.428,85.461,87.266,-0.029,100.266,0.338,-33.018,-31.024,-720.707,-680.4,-89.71,469.5,15.308,34.953,31.714,14.828,31.992,253.543,215.725,0.704,0.907,21.572,24.279,6.221,609.25,-321.95,-433.4,45501100000,827.9,Low
4135643,5643-21,0.34,-6166.82,3236.6,0.591,96.574,98.059,0.32,0.177,84.757,85.868,85.394,-0.018,115.438,0.337,-33.472,-31.178,-732.197,-684.2,-92.159,526.2,15.807,35.682,31.689,16.175,31.85,304.08,212.484,0.072,0.156,21.563,24.278,6.444,659.85,-362.35,-430.7,1.1206E+11,903.9,Low
4135643,5643-01,0.338,-5481.35,3240.6,0.579,99.506,93.933,0.186,0.193,85.489,85.409,87.695,-0.002,114.188,0.339,-34.482,-31.534,-754.293,-689.8,-98.965,526.3,15.303,35.819,31.316,16.341,32.191,253.747,218.75,0.391,0.432,21.574,24.339,6.147,664.85,-406.2,-436.9,73293600000,902.8,Low
4162983,2983-20,0.38,-2413.1,3142.6,0.694,104.372,101.25,0.503,0.192,86.807,86.552,88.536,-0.116,93.609,0.35,-32.816,-30.366,-712.121,-667,-88.813,445.4,177.048,46.991,33.924,17.336,34.669,266.577,259.865,0.46,0.445,21.846,24.363,6.811,545.65,-341.4,-424.3,2.65869E+11,796.3,Low
4140233,0233-20,0.352,-3982.75,3039.4,0.639,100.493,100.518,1.138,0.183,85.514,85.926,87.33,-0.027,104.359,0.338,-33.308,-31.344,-726.894,-686.4,-92.374,479,17.058,40.18,34.203,17.915,35.448,326.031,204.691,0.518,0.625,21.526,24.288,5.152,594.7,-333.45,-433.9,1.01189E+11,838,Low
4140233,0233-13,0.36,-3720.92,3027.6,0.635,100.239,102.723,0.991,0.197,85.174,86.243,87.677,-0.018,104.031,0.338,-33.346,-31.442,-727.525,-685.2,-92.172,481.1,17.916,45.524,36.936,18.462,37.383,325.525,209.304,0.564,0.682,21.592,24.318,5.277,585.7,-335.45,-434.4,92240300000,840.9,Low
4162983,2983-09,0.374,-3387.19,3209.8,0.696,102.441,98.293,0.498,0.194,86.439,85.968,88.058,-0.034,92.984,0.349,-32.803,-30.364,-713.384,-665.2,-88.826,444.7,17.077,38.72,34.197,17.174,34.137,272.221,250.502,0.725,0.723,21.834,24.371,6.717,557.8,-342.2,-421.5,89206100000,796.6,Low
4162983,2983-16,0.378,-3124.09,3194.2,0.693,98.662,99.62,0.871,0.19,85.599,86.189,88.69,-0.045,95.281,0.349,-32.689,-30.436,-708.712,-666.2,-87.778,444.9,17.704,179.529,32.432,18.32,32.3,278.785,256.144,0.203,0.299,21.794,24.255,6.745,561.8,-335.8,-423.5,1.73838E+11,794.1,Low
4162983,2983-05,0.38,-2506.47,3121.2,0.688,98.367,99.309,0.645,0.177,86.088,87.126,89.224,-0.061,93.109,0.35,-32.639,-30.34,-706.313,-667.8,-87.424,445,16.51,36.114,32.88,16.962,33.568,268.795,250.811,0.814,1.144,21.818,24.35,6.887,554.35,-336.6,-421.1,1.13944E+11,796.1,Low
4140233,0233-05,0.36,-3630.29,3024.8,0.639,99.983,100.996,1.944,0.201,85.279,85.811,88.396,-0.029,102.766,0.339,-33.043,-31.462,-722.98,-689,-90.076,480,17.349,39.419,33.882,17.85,34.843,320.638,207.201,0.547,0.827,21.579,24.327,5.193,593.85,-314.3,-433.4,74913400000,841.9,Low
4140233,0233-09,0.36,-3705.25,3035.8,0.643,104.531,97.611,1.536,0.201,85.807,86.158,88.216,-0.005,104.094,0.338,-33.371,-31.372,-727.146,-687.4,-91.54,478.5,17.897,40.946,34.435,18.275,34.584,322.196,211.377,0.594,0.724,21.59,24.329,5.189,597.4,-331.75,-434.9,1.02722E+11,840.8,Low
4143193,3193-11,0.386,-2162.03,2948.8,0.504,92.526,93.037,0.311,0.259,79.701,79.53,84.52,0.014,137.266,0.265,-36.035,-33.018,-860.606,-798.4,64.95,598.2,15.794,42.704,219.691,16.226,236.897,335.403,203.561,0.781,0.871,21.726,24.432,5.065,549.45,-333.3,-524,54896000000,1000.3,Low
4143193,3193-16,0.386,-3007.36,2956.8,0.499,94.553,93.468,1.039,0.271,79.882,79.999,85.254,-0.002,138.156,0.266,-37.184,-35.126,-845.202,-801.8,-120.682,603.8,15.763,38.215,33.213,16.647,34.094,339.835,205.626,1.027,1.232,21.66,24.422,5.343,550.5,-372.55,-523.3,58698400000,1006.9,Low
